match,teamInnings,match_id,batsmanName,runs,balls,4s,6s,SR,battingPos
Afghanistan vs England,Afghanistan,T20I # 1840,Hazratullah Zazai,7,17,1,0,41.17,1
Afghanistan vs England,Afghanistan,T20I # 1840,Rahmanullah Gurbaz,10,9,0,1,111.11,2
Afghanistan vs England,Afghanistan,T20I # 1840,Ibrahim Zadran,32,32,3,1,100.00,3
Afghanistan vs England,Afghanistan,T20I # 1840,Usman Ghani,30,30,3,0,100.00,4
Afghanistan vs England,Afghanistan,T20I # 1840,Najibullah Zadran,13,11,0,1,118.18,5
Afghanistan vs England,Afghanistan,T20I # 1840,Mohammad Nabi(c),3,5,0,0,60.00,6
Afghanistan vs England,Afghanistan,T20I # 1840,Azmatullah Omarzai,8,6,1,0,133.33,7
Afghanistan vs England,Afghanistan,T20I # 1840,Rashid Khan,0,1,0,0,0.00,8
Afghanistan vs England,Afghanistan,T20I # 1840,Mujeeb Ur Rahman,0,1,0,0,0.00,9
Afghanistan vs England,Afghanistan,T20I # 1840,Fareed Ahmad,2,4,0,0,50.00,10
Afghanistan vs England,Afghanistan,T20I # 1840,Fazalhaq Farooqi,0,2,0,0,0.00,11
Afghanistan vs England,England,T20I # 1840,Jos Buttler(c),18,18,3,0,100.00,1
Afghanistan vs England,England,T20I # 1840,Alex Hales,19,20,0,1,95.00,2
Afghanistan vs England,England,T20I # 1840,Dawid Malan,18,30,0,0,60.00,3
Afghanistan vs England,England,T20I # 1840,Ben Stokes,2,4,0,0,50.00,4
Afghanistan vs England,England,T20I # 1840,Liam Livingstone,29,21,3,0,138.09,5
Afghanistan vs England,England,T20I # 1840,Harry Brook,7,6,0,0,116.66,6
Afghanistan vs England,England,T20I # 1840,Moeen Ali,8,10,0,0,80.00,7
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Rahmanullah Gurbaz,28,24,2,2,116.66,1
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Usman Ghani,27,27,2,1,100.00,2
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Ibrahim Zadran,22,18,1,1,122.22,3
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Najibullah Zadran,18,16,1,0,112.50,4
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Gulbadin Naib,12,14,0,0,85.71,5
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Mohammad Nabi(c),13,8,1,0,162.50,6
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Rashid Khan,9,8,1,0,112.50,7
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Azmatullah Omarzai,3,4,0,0,75.00,8
Afghanistan vs Sri Lanka,Afghanistan,T20I # 1856,Mujeeb Ur Rahman,1,2,0,0,50.00,9
Afghanistan vs Sri Lanka,Sri Lanka,T20I # 1856,Pathum Nissanka,10,10,2,0,100.00,1
Afghanistan vs Sri Lanka,Sri Lanka,T20I # 1856,Kusal Mendis,25,27,2,1,92.59,2
Afghanistan vs Sri Lanka,Sri Lanka,T20I # 1856,Dhananjaya de Silva,66,42,6,2,157.14,3
Afghanistan vs Sri Lanka,Sri Lanka,T20I # 1856,Charith Asalanka,19,18,1,0,105.55,4
Afghanistan vs Sri Lanka,Sri Lanka,T20I # 1856,Bhanuka Rajapaksa,18,14,3,0,128.57,5
Afghanistan vs Sri Lanka,Sri Lanka,T20I # 1856,Dasun Shanaka(c),0,0,0,0,-,6
Australia vs Afghanistan,Afghanistan,T20I # 1864,Rahmanullah Gurbaz,30,17,2,2,176.47,1
Australia vs Afghanistan,Afghanistan,T20I # 1864,Usman Ghani,2,7,0,0,28.57,2
Australia vs Afghanistan,Afghanistan,T20I # 1864,Ibrahim Zadran,26,33,2,0,78.78,3
Australia vs Afghanistan,Afghanistan,T20I # 1864,Gulbadin Naib,39,23,3,2,169.56,4
Australia vs Afghanistan,Afghanistan,T20I # 1864,Mohammad Nabi(c),1,2,0,0,50.00,5
Australia vs Afghanistan,Afghanistan,T20I # 1864,Najibullah Zadran,0,2,0,0,0.00,6
Australia vs Afghanistan,Afghanistan,T20I # 1864,Darwish Rasooli,15,13,1,0,115.38,7
Australia vs Afghanistan,Afghanistan,T20I # 1864,Rashid Khan,48,23,3,4,208.69,8
Australia vs Afghanistan,Afghanistan,T20I # 1864,Naveen-ul-Haq,0,0,0,0,-,9
Australia vs Afghanistan,Australia,T20I # 1864,David Warner,25,18,5,0,138.88,1
Australia vs Afghanistan,Australia,T20I # 1864,Cameron Green,3,2,0,0,150.00,2
Australia vs Afghanistan,Australia,T20I # 1864,Mitchell Marsh,45,30,3,2,150.00,3
Australia vs Afghanistan,Australia,T20I # 1864,Steven Smith,4,4,1,0,100.00,4
Australia vs Afghanistan,Australia,T20I # 1864,Marcus Stoinis,25,21,0,2,119.04,5
Australia vs Afghanistan,Australia,T20I # 1864,Glenn Maxwell,54,32,6,2,168.75,6
Australia vs Afghanistan,Australia,T20I # 1864,Matthew Wade(c),6,8,1,0,75.00,7
Australia vs Afghanistan,Australia,T20I # 1864,Pat Cummins,0,2,0,0,0.00,8
Australia vs Afghanistan,Australia,T20I # 1864,Kane Richardson,1,1,0,0,100.00,9
Australia vs Afghanistan,Australia,T20I # 1864,Adam Zampa,1,1,0,0,100.00,10
Australia vs Ireland,Australia,T20I # 1855,David Warner,3,7,0,0,42.85,1
Australia vs Ireland,Australia,T20I # 1855,Aaron Finch(c),63,44,5,3,143.18,2
Australia vs Ireland,Australia,T20I # 1855,Mitchell Marsh,28,22,2,2,127.27,3
Australia vs Ireland,Australia,T20I # 1855,Glenn Maxwell,13,9,0,1,144.44,4
Australia vs Ireland,Australia,T20I # 1855,Marcus Stoinis,35,25,3,1,140.00,5
Australia vs Ireland,Australia,T20I # 1855,Tim David,15,10,2,0,150.00,6
Australia vs Ireland,Australia,T20I # 1855,Matthew Wade,7,3,1,0,233.33,7
Australia vs Ireland,Ireland,T20I # 1855,Paul Stirling,11,7,1,1,157.14,1
Australia vs Ireland,Ireland,T20I # 1855,Andy Balbirnie(c),6,7,0,1,85.71,2
Australia vs Ireland,Ireland,T20I # 1855,Lorcan Tucker,71,48,9,1,147.91,3
Australia vs Ireland,Ireland,T20I # 1855,Harry Tector,6,4,1,0,150.00,4
Australia vs Ireland,Ireland,T20I # 1855,Curtis Campher,0,1,0,0,0.00,5
Australia vs Ireland,Ireland,T20I # 1855,George Dockrell,0,4,0,0,0.00,6
Australia vs Ireland,Ireland,T20I # 1855,Gareth Delany,14,10,2,0,140.00,7
Australia vs Ireland,Ireland,T20I # 1855,Mark Adair,11,11,1,0,100.00,8
Australia vs Ireland,Ireland,T20I # 1855,Fionn Hand,6,6,1,0,100.00,9
Australia vs Ireland,Ireland,T20I # 1855,Barry McCarthy,3,7,0,0,42.85,10
Australia vs Ireland,Ireland,T20I # 1855,Josh Little,1,5,0,0,20.00,11
Australia vs New Zealand,Australia,T20I # 1839,David Warner,5,6,1,0,83.33,1
Australia vs New Zealand,Australia,T20I # 1839,Aaron Finch(c),13,11,1,1,118.18,2
Australia vs New Zealand,Australia,T20I # 1839,Mitchell Marsh,16,12,2,1,133.33,3
Australia vs New Zealand,Australia,T20I # 1839,Glenn Maxwell,28,20,3,1,140.00,4
Australia vs New Zealand,Australia,T20I # 1839,Marcus Stoinis,7,14,0,0,50.00,5
Australia vs New Zealand,Australia,T20I # 1839,Tim David,11,8,0,1,137.50,6
Australia vs New Zealand,Australia,T20I # 1839,Matthew Wade,2,4,0,0,50.00,7
Australia vs New Zealand,Australia,T20I # 1839,Pat Cummins,21,18,2,1,116.66,8
Australia vs New Zealand,Australia,T20I # 1839,Mitchell Starc,4,7,0,0,57.14,9
Australia vs New Zealand,Australia,T20I # 1839,Adam Zampa,0,2,0,0,0.00,10
Australia vs New Zealand,Australia,T20I # 1839,Josh Hazlewood,1,1,0,0,100.00,11
Australia vs New Zealand,New Zealand,T20I # 1839,Finn Allen,42,16,5,3,262.50,1
Australia vs New Zealand,New Zealand,T20I # 1839,Devon Conway,92,58,7,2,158.62,2
Australia vs New Zealand,New Zealand,T20I # 1839,Kane Williamson(c),23,23,1,1,100.00,3
Australia vs New Zealand,New Zealand,T20I # 1839,Glenn Phillips,12,10,2,0,120.00,4
Australia vs New Zealand,New Zealand,T20I # 1839,James Neesham,26,13,0,2,200.00,5
Australia vs Sri Lanka,Australia,T20I # 1845,David Warner,11,10,0,0,110.00,1
Australia vs Sri Lanka,Australia,T20I # 1845,Aaron Finch(c),31,42,0,1,73.80,2
Australia vs Sri Lanka,Australia,T20I # 1845,Mitchell Marsh,17,17,1,1,100.00,3
Australia vs Sri Lanka,Australia,T20I # 1845,Glenn Maxwell,23,12,2,2,191.66,4
Australia vs Sri Lanka,Australia,T20I # 1845,Marcus Stoinis,59,18,4,6,327.77,5
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Pathum Nissanka,40,45,2,0,88.88,1
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Kusal Mendis,5,6,1,0,83.33,2
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Dhananjaya de Silva,26,23,3,0,113.04,3
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Charith Asalanka,38,25,3,2,152.00,4
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Bhanuka Rajapaksa,7,5,1,0,140.00,5
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Dasun Shanaka(c),3,5,0,0,60.00,6
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Wanindu Hasaranga,1,4,0,0,25.00,7
Australia vs Sri Lanka,Sri Lanka,T20I # 1845,Chamika Karunaratne,14,7,2,0,200.00,8
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Najmul Hossain Shanto,25,20,4,0,125.00,1
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Soumya Sarkar,14,14,2,0,100.00,2
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Litton Das,9,11,0,0,81.81,3
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Shakib Al Hasan(c),7,9,0,0,77.77,4
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Afif Hossain,38,27,2,2,140.74,5
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Yasir Ali,3,5,0,0,60.00,6
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Nurul Hasan,13,18,0,0,72.22,7
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Mosaddek Hossain,20,12,2,1,166.66,8
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Taskin Ahmed,0,1,0,0,0.00,9
Bangladesh vs Netherlands,Bangladesh,T20I # 1843,Hasan Mahmud,0,3,0,0,0.00,10
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Vikramjit Singh,0,1,0,0,0.00,1
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Max O'Dowd,8,8,0,1,100.00,2
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Bas de Leede,0,1,0,0,0.00,3
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Colin Ackermann,62,48,6,2,129.16,4
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Tom Cooper,0,0,0,0,-,5
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Scott Edwards(c),16,24,1,0,66.66,6
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Tim Pringle,1,6,0,0,16.66,7
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Logan van Beek,2,5,0,0,40.00,8
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Shariz Ahmad,9,8,1,0,112.50,9
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Fred Klaassen,7,6,0,0,116.66,10
Bangladesh vs Netherlands,Netherlands,T20I # 1843,Paul van Meekeren,24,14,3,1,171.42,11
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Najmul Hossain Shanto,54,48,7,0,112.50,1
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Litton Das,10,8,0,1,125.00,2
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Soumya Sarkar,20,17,1,1,117.64,3
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Shakib Al Hasan(c),0,1,0,0,0.00,4
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Afif Hossain,24,20,3,0,120.00,5
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Mosaddek Hossain,5,11,0,0,45.45,6
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Nurul Hasan,0,3,0,0,0.00,7
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Taskin Ahmed,1,5,0,0,20.00,8
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Nasum Ahmed,7,6,1,0,116.66,9
Bangladesh vs Pakistan,Bangladesh,T20I # 1872,Mustafizur Rahman,0,1,0,0,0.00,10
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Mohammad Rizwan,32,32,2,1,100.00,1
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Babar Azam(c),25,33,2,0,75.75,2
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Mohammad Nawaz,4,11,0,0,36.36,3
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Mohammad Haris,31,18,1,2,172.22,4
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Shan Masood,24,14,2,0,171.42,5
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Iftikhar Ahmed,1,3,0,0,33.33,6
Bangladesh vs Pakistan,Pakistan,T20I # 1872,Shadab Khan,0,0,0,0,-,7
Bangladesh vs Zimbabwe,Bangladesh,T20I # 1851,Najmul Hossain Shanto,71,55,7,1,129.09,1
Bangladesh vs Zimbabwe,Bangladesh,T20I # 1851,Soumya Sarkar,0,2,0,0,0.00,2
Bangladesh vs Zimbabwe,Bangladesh,T20I # 1851,Litton Das,14,12,3,0,116.66,3
Bangladesh vs Zimbabwe,Bangladesh,T20I # 1851,Shakib Al Hasan(c),23,20,1,0,115.00,4
